token,err
x_sqr[22], 0.10398770
x_sqr[23], 0.15022328
x_sqr[24], 0.19018025
x_sqr[25], 0.08005600
x_sqr[26], 0.09897821
x_sqr[27], 0.13095963
x_sqr[28], 0.17016193
x_sqr[29], 0.19148866
x_sqr[30], 0.07491057
x_sqr[31], 0.00000000
y_sqr[0], 0.00000000
y_sqr[1], 0.00000000
y_sqr[2], 0.00000000
y_sqr[3], 0.00000000
y_sqr[4], 0.00000000
y_sqr[5], 0.00000000
y_sqr[6], 0.00000000
y_sqr[7], 0.00000296
y_sqr[8], 0.00000009
y_sqr[9], 0.00000488
y_sqr[10], 0.00001405
y_sqr[11], 0.00001620
y_sqr[12], 0.00145548
y_sqr[13], 0.00032394
y_sqr[14], 0.00176069
y_sqr[15], 0.00369141
y_sqr[16], 0.01117379
y_sqr[17], 0.01394244
y_sqr[18], 0.02672738
y_sqr[19], 0.03887901
y_sqr[20], 0.07134290
y_sqr[21], 0.08540533
y_sqr[22], 0.11021321
y_sqr[23], 0.14564473
y_sqr[24], 0.18828214
y_sqr[25], 0.08000219
y_sqr[26], 0.09767830
y_sqr[27], 0.12327471
y_sqr[28], 0.16136127
y_sqr[29], 0.19040507
y_sqr[30], 0.07642035
y_sqr[31], 0.00000000
sin12[0], 0.00000000
sin12[1], 0.00000000
sin12[2], 0.00000000
sin12[3], 0.00000001
sin12[4], 0.00000002
sin12[5], 0.00000004
sin12[6], 0.00000009
sin12[7], 0.00000014
sin12[8], 0.00050015
sin12[9], 0.00050018
sin12[10], 0.00300032
sin12[11], 0.00700034
sin12[12], 0.01450034
sin12[13], 0.02950009
sin12[14], 0.04899975
sin12[15], 0.05449981
sin12[16], 0.05699973
sin12[17], 0.01849990
sin12[18], 0.05899970
sin12[19], 0.00000000
sin12[20], 0.00000000
sin12[21], 0.00000000
sin12[22], 0.00000000
sin12[23], 0.00000000
sin12[24], 0.00000000
sin12[25], 0.00000000
sin12[26], 0.00000000
sin12[27], 0.00000000
sin12[28], 0.00000000
sin12[29], 0.00000000
sin12[30], 0.00000000
sin12[31], 0.00000000
part_1[0], 0.00000000
part_1[1], 0.00000000
part_1[2], 0.00000001
part_1[3], 0.00000001
part_1[4], 0.00000002
part_1[5], 0.00050003
part_1[6], 0.00000010
part_1[7], 0.00050008
part_1[8], 0.00100014
part_1[9], 0.00200014
part_1[10], 0.00200025
part_1[11], 0.00700025
part_1[12], 0.01000042
part_1[13], 0.02350029
part_1[14], 0.03549991
part_1[15], 0.04999950
part_1[16], 0.04249986
part_1[17], 0.04799986
part_1[18], 0.03599970
part_1[19], 0.05149982
part_1[20], 0.00000000
part_1[21], 0.00000000
part_1[22], 0.00000000
part_1[23], 0.00000000
part_1[24], 0.00000000
part_1[25], 0.00000000
part_1[26], 0.00000000
part_1[27], 0.00000000
part_1[28], 0.00000000
part_1[29], 0.00000000
part_1[30], 0.00000000
part_1[31], 0.00000000
part_y[0], 0.00000000
part_y[1], 0.00000000
part_y[2], 0.00000000
part_y[3], 0.00000000
part_y[4], 0.00000000
part_y[5], 0.00000000
part_y[6], 0.00000000
part_y[7], 0.00000000
part_y[8], 0.00000000
part_y[9], 0.00000000
part_y[10], 0.00000000
part_y[11], 0.00000000
part_y[12], 0.00000000
part_y[13], 0.00000000
part_y[14], 0.00000000
part_y[15], 0.00000001
part_y[16], 0.00000000
part_y[17], 0.00000001
part_y[18], 0.00000002
part_y[19], 0.00000001
part_y[20], 0.00000003
part_y[21], 0.00000006
part_y[22], 0.00050008
part_y[23], 0.00000014
part_y[24], 0.00050021
part_y[25], 0.00150031
part_y[26], 0.00200055
part_y[27], 0.00450063
part_y[28], 0.01200057
part_y[29], 0.03100039
part_y[30], 0.06549922
part_y[31], 0.12649686
part_x[0], 0.00000000
part_x[1], 0.00000000
part_x[2], 0.00000000
part_x[3], 0.00000000
part_x[4], 0.00000000
part_x[5], 0.00000000
part_x[6], 0.00000000
part_x[7], 0.00000000
part_x[8], 0.00000000
part_x[9], 0.00000000
part_x[10], 0.00000000
part_x[11], 0.00000000
part_x[12], 0.00000000
part_x[13], 0.00000000
part_x[14], 0.00000000
part_x[15], 0.00000000
part_x[16], 0.00000001
part_x[17], 0.00000000
part_x[18], 0.00000001
part_x[19], 0.00000002
part_x[20], 0.00000003
part_x[21], 0.00000005
part_x[22], 0.00000010
part_x[23], 0.00050016
part_x[24], 0.00050026
part_x[25], 0.00100031
part_x[26], 0.00300051
part_x[27], 0.00700063
part_x[28], 0.01500059
part_x[29], 0.03400022
part_x[30], 0.06899910
part_x[31], 0.11049733
theta2_num[0], 0.00000000
theta2_num[1], 0.00000000
theta2_num[2], 0.00000000
theta2_num[3], 0.00000000
theta2_num[4], 0.00000000
theta2_num[5], 0.00000000
theta2_num[6], 0.00000000
theta2_num[7], 0.00000000
theta2_num[8], 0.00000000
theta2_num[9], 0.00000000
theta2_num[10], 0.00001020
theta2_num[11], 0.00002146
theta2_num[12], 0.00132341
theta2_num[13], 0.00073018
theta2_num[14], 0.00190131
theta2_num[15], 0.00450697
theta2_num[16], 0.00890104
theta2_num[17], 0.01110327
theta2_num[18], 0.02400327
theta2_num[19], 0.04527414
theta2_num[20], 0.07776174
theta2_num[21], 0.09398522
theta2_num[22], 0.10379417
theta2_num[23], 0.14929527
theta2_num[24], 0.18122372
theta2_num[25], 0.07969425
theta2_num[26], 0.09730479
theta2_num[27], 0.12346408
theta2_num[28], 0.15422690
theta2_num[29], 0.18158572
theta2_num[30], 0.07080911
theta2_num[31], 0.00060865
theta1_num[0], 0.00000000
theta1_num[1], 0.00000000
theta1_num[2], 0.00000000
theta1_num[3], 0.00000000
theta1_num[4], 0.00000000
theta1_num[5], 0.00000000
theta1_num[6], 0.00000000
theta1_num[7], 0.00000000
theta1_num[8], 0.00000000
theta1_num[9], 0.00000000
theta1_num[10], 0.00000000
theta1_num[11], 0.00000000
theta1_num[12], 0.00000000
theta1_num[13], 0.00000000
theta1_num[14], 0.00000000
theta1_num[15], 0.00000001
theta1_num[16], 0.00000001
theta1_num[17], 0.00000000
theta1_num[18], 0.00000002
theta1_num[19], 0.00000003
theta1_num[20], 0.00000002
theta1_num[21], 0.00000005
theta1_num[22], 0.00000009
theta1_num[23], 0.00000018
theta1_num[24], 0.00000022
theta1_num[25], 0.00000029
theta1_num[26], 0.00000059
theta1_num[27], 0.00000082
theta1_num[28], 0.00000106
theta1_num[29], 0.00000122
theta1_num[30], 0.00000106
theta1_num[31], 0.25499252
theta2_in[0], 0.00000000
theta2_in[1], 0.00000000
theta2_in[2], 0.00000000
theta2_in[3], 0.00000000
theta2_in[4], 0.00000000
theta2_in[5], 0.00000000
theta2_in[6], 0.00000000
theta2_in[7], 0.00351295
theta2_in[8], 0.00981215
theta2_in[9], 0.01421685
theta2_in[10], 0.02573461
theta2_in[11], 0.04285238
theta2_in[12], 0.06800708
theta2_in[13], 0.09201163
theta2_in[14], 0.09797711
theta2_in[15], 0.11855160
theta2_in[16], 0.20080039
theta2_in[17], 0.00000000
theta2_in[18], 0.00000000
theta2_in[19], 0.00000000
theta2_in[20], 0.00000000
theta2_in[21], 0.00000000
theta2_in[22], 0.00000000
theta2_in[23], 0.00000000
theta2_in[24], 0.00000000
theta2_in[25], 0.00000000
theta2_in[26], 0.00000000
theta2_in[27], 0.00000000
theta2_in[28], 0.00000000
theta2_in[29], 0.00000000
theta2_in[30], 0.00000000
theta2_in[31], 0.00060865
theta1_in[0], 0.00000000
theta1_in[1], 0.00000000
theta1_in[2], 0.00000000
theta1_in[3], 0.00000000
theta1_in[4], 0.00000000
theta1_in[5], 0.00000000
theta1_in[6], 0.00000000
theta1_in[7], 0.00000005
theta1_in[8], 0.00000008
theta1_in[9], 0.00000015
theta1_in[10], 0.00000021
theta1_in[11], 0.00000043
theta1_in[12], 0.00000067
theta1_in[13], 0.00000094
theta1_in[14], 0.00000117
theta1_in[15], 0.00000098
theta1_in[16], 0.00000054
theta1_in[17], 0.00000000
theta1_in[18], 0.00000000
theta1_in[19], 0.00000000
theta1_in[20], 0.00000000
theta1_in[21], 0.00000000
theta1_in[22], 0.00000000
theta1_in[23], 0.00000000
theta1_in[24], 0.00000000
theta1_in[25], 0.00000000
theta1_in[26], 0.00000000
theta1_in[27], 0.00000000
theta1_in[28], 0.00000000
theta1_in[29], 0.00000000
theta1_in[30], 0.00000000
theta1_in[31], 0.25499252
x_sqr_reg[0], 0.00000000
x_sqr_reg[1], 0.00000000
x_sqr_reg[2], 0.00000000
x_sqr_reg[3], 0.00000000
x_sqr_reg[4], 0.00000000
x_sqr_reg[5], 0.00000000
x_sqr_reg[6], 0.00000000
x_sqr_reg[7], 0.00000297
x_sqr_reg[8], 0.00000296
x_sqr_reg[9], 0.00000685
x_sqr_reg[10], 0.00000754
x_sqr_reg[11], 0.00003080
x_sqr_reg[12], 0.00057825
x_sqr_reg[13], 0.00161518
x_sqr_reg[14], 0.00150785
x_sqr_reg[15], 0.00482090
x_sqr_reg[16], 0.00989953
x_sqr_reg[17], 0.01339373
x_sqr_reg[18], 0.02917757
x_sqr_reg[19], 0.04312661
x_sqr_reg[20], 0.06776574
x_sqr_reg[21], 0.08406770
x_sqr_reg[22], 0.10398770
x_sqr_reg[23], 0.15022328
x_sqr_reg[24], 0.19018025
x_sqr_reg[25], 0.08005600
x_sqr_reg[26], 0.09897821
x_sqr_reg[27], 0.13095963
x_sqr_reg[28], 0.17016193
x_sqr_reg[29], 0.19148866
x_sqr_reg[30], 0.07491057
x_sqr_reg[31], 0.00000000
y_sqr_reg[0], 0.00000000
y_sqr_reg[1], 0.00000000
y_sqr_reg[2], 0.00000000
y_sqr_reg[3], 0.00000000
y_sqr_reg[4], 0.00000000
y_sqr_reg[5], 0.00000000
y_sqr_reg[6], 0.00000000
y_sqr_reg[7], 0.00000296
y_sqr_reg[8], 0.00000009
y_sqr_reg[9], 0.00000488
y_sqr_reg[10], 0.00001405
y_sqr_reg[11], 0.00001620
y_sqr_reg[12], 0.00145548
y_sqr_reg[13], 0.00032394
y_sqr_reg[14], 0.00176069
y_sqr_reg[15], 0.00369141
y_sqr_reg[16], 0.01117379
y_sqr_reg[17], 0.01394244
y_sqr_reg[18], 0.02672738
y_sqr_reg[19], 0.03887901
y_sqr_reg[20], 0.07134290
y_sqr_reg[21], 0.08540533
y_sqr_reg[22], 0.11021321
y_sqr_reg[23], 0.14564473
y_sqr_reg[24], 0.18828214
y_sqr_reg[25], 0.08000219
y_sqr_reg[26], 0.09767830
y_sqr_reg[27], 0.12327471
y_sqr_reg[28], 0.16136127
y_sqr_reg[29], 0.19040507
y_sqr_reg[30], 0.07642035
y_sqr_reg[31], 0.00000000
part_y_reg[0], 0.00000000
part_y_reg[1], 0.00000000
part_y_reg[2], 0.00000000
part_y_reg[3], 0.00000000
part_y_reg[4], 0.00000000
part_y_reg[5], 0.00000000
part_y_reg[6], 0.00000000
part_y_reg[7], 0.00000000
part_y_reg[8], 0.00000000
part_y_reg[9], 0.00000000
part_y_reg[10], 0.00000000
part_y_reg[11], 0.00000000
part_y_reg[12], 0.00000000
part_y_reg[13], 0.00000000
part_y_reg[14], 0.00000000
part_y_reg[15], 0.00000001
part_y_reg[16], 0.00000000
part_y_reg[17], 0.00000001
part_y_reg[18], 0.00000002
part_y_reg[19], 0.00000001
part_y_reg[20], 0.00000003
part_y_reg[21], 0.00000006
part_y_reg[22], 0.00050008
part_y_reg[23], 0.00000014
part_y_reg[24], 0.00050021
part_y_reg[25], 0.00150031
part_y_reg[26], 0.00200055
part_y_reg[27], 0.00450063
part_y_reg[28], 0.01200057
part_y_reg[29], 0.03100039
part_y_reg[30], 0.06549922
part_y_reg[31], 0.12649686
part_x_reg[0], 0.00000000
part_x_reg[1], 0.00000000
part_x_reg[2], 0.00000000
part_x_reg[3], 0.00000000
part_x_reg[4], 0.00000000
part_x_reg[5], 0.00000000
part_x_reg[6], 0.00000000
part_x_reg[7], 0.00000000
part_x_reg[8], 0.00000000
part_x_reg[9], 0.00000000
part_x_reg[10], 0.00000000
part_x_reg[11], 0.00000000
part_x_reg[12], 0.00000000
part_x_reg[13], 0.00000000
part_x_reg[14], 0.00000000
part_x_reg[15], 0.00000000
part_x_reg[16], 0.00000001
part_x_reg[17], 0.00000000
part_x_reg[18], 0.00000001
part_x_reg[19], 0.00000002
part_x_reg[20], 0.00000003
part_x_reg[21], 0.00000005
part_x_reg[22], 0.00000010
part_x_reg[23], 0.00050016
part_x_reg[24], 0.00050026
part_x_reg[25], 0.00100031
part_x_reg[26], 0.00300051
part_x_reg[27], 0.00700063
part_x_reg[28], 0.01500059
part_x_reg[29], 0.03400022
part_x_reg[30], 0.06899910
part_x_reg[31], 0.11049733
cos12_reg[0], 0.00000000
cos12_reg[1], 0.00000000
cos12_reg[2], 0.00000000
cos12_reg[3], 0.00000002
cos12_reg[4], 0.00000001
cos12_reg[5], 0.00050003
cos12_reg[6], 0.00000008
cos12_reg[7], 0.00050006
cos12_reg[8], 0.00100013
cos12_reg[9], 0.00200014
cos12_reg[10], 0.00250022
cos12_reg[11], 0.00700023
cos12_reg[12], 0.01000043
cos12_reg[13], 0.02350030
cos12_reg[14], 0.03599990
cos12_reg[15], 0.04299981
cos12_reg[16], 0.03999995
cos12_reg[17], 0.02999991
cos12_reg[18], 0.02949992
cos12_reg[19], 0.00000000
cos12_reg[20], 0.00000000
cos12_reg[21], 0.00000000
cos12_reg[22], 0.00000000
cos12_reg[23], 0.00000000
cos12_reg[24], 0.00000000
cos12_reg[25], 0.00000000
cos12_reg[26], 0.00000000
cos12_reg[27], 0.00000000
cos12_reg[28], 0.00000000
cos12_reg[29], 0.00000000
cos12_reg[30], 0.00000000
cos12_reg[31], 0.00050000
sin12_reg[0], 0.00000000
sin12_reg[1], 0.00000000
sin12_reg[2], 0.00000000
sin12_reg[3], 0.00000001
sin12_reg[4], 0.00000002
sin12_reg[5], 0.00000004
sin12_reg[6], 0.00000009
sin12_reg[7], 0.00000014
sin12_reg[8], 0.00050015
sin12_reg[9], 0.00050018
sin12_reg[10], 0.00300032
sin12_reg[11], 0.00700034
sin12_reg[12], 0.01450034
sin12_reg[13], 0.02950009
sin12_reg[14], 0.04899975
sin12_reg[15], 0.05449981
sin12_reg[16], 0.05699973
sin12_reg[17], 0.01849990
sin12_reg[18], 0.05899970
sin12_reg[19], 0.00000000
sin12_reg[20], 0.00000000
sin12_reg[21], 0.00000000
sin12_reg[22], 0.00000000
sin12_reg[23], 0.00000000
sin12_reg[24], 0.00000000
sin12_reg[25], 0.00000000
sin12_reg[26], 0.00000000
sin12_reg[27], 0.00000000
sin12_reg[28], 0.00000000
sin12_reg[29], 0.00000000
sin12_reg[30], 0.00000000
sin12_reg[31], 0.00000000
part_1_reg[0], 0.00000000
part_1_reg[1], 0.00000000
part_1_reg[2], 0.00000001
part_1_reg[3], 0.00000001
part_1_reg[4], 0.00000002
part_1_reg[5], 0.00050003
part_1_reg[6], 0.00000010
part_1_reg[7], 0.00050008
part_1_reg[8], 0.00100014
part_1_reg[9], 0.00200014
part_1_reg[10], 0.00200025
part_1_reg[11], 0.00700025
part_1_reg[12], 0.01000042
part_1_reg[13], 0.02350029
part_1_reg[14], 0.03549991
part_1_reg[15], 0.04999950
part_1_reg[16], 0.04249986
part_1_reg[17], 0.04799986
part_1_reg[18], 0.03599970
part_1_reg[19], 0.05149982
part_1_reg[20], 0.00000000
part_1_reg[21], 0.00000000
part_1_reg[22], 0.00000000
part_1_reg[23], 0.00000000
part_1_reg[24], 0.00000000
part_1_reg[25], 0.00000000
part_1_reg[26], 0.00000000
part_1_reg[27], 0.00000000
part_1_reg[28], 0.00000000
part_1_reg[29], 0.00000000
part_1_reg[30], 0.00000000
part_1_reg[31], 0.00000000
signed_bit[0], 0.12849698
