var,size,bit,cluster,score
cos12,32,26,1,5.0431
cos12,32,27,1,5.0431
cos12,32,28,1,5.0431
cos12,32,29,1,5.0431
cos12,32,3,1,5.0431
cos12,32,30,1,5.0431
cos12,32,31,1,5.0431
cos12,32,4,1,5.0431
cos12,32,5,1,5.0431
cos12,32,7,1,5.0431
cos12_reg,32,0,1,5.0431
cos12_reg,32,1,1,5.0431
cos12_reg,32,11,1,5.0431
cos12_reg,32,19,1,5.0431
cos12_reg,32,2,1,5.0431
cos12_reg,32,20,1,5.0431
cos12_reg,32,21,1,5.0431
cos12_reg,32,22,1,5.0431
cos12_reg,32,23,1,5.0431
cos12_reg,32,24,1,5.0431
cos12_reg,32,25,1,5.0431
cos12_reg,32,26,1,5.0431
cos12_reg,32,27,1,5.0431
cos12_reg,32,28,1,5.0431
cos12_reg,32,29,1,5.0431
cos12_reg,32,3,1,5.0431
cos12_reg,32,30,1,5.0431
cos12_reg,32,31,1,5.0431
cos12_reg,32,4,1,5.0431
cos12_reg,32,5,1,5.0431
cos12_reg,32,7,1,5.0431
cos_theta2,32,0,1,5.0431
cos_theta2,32,1,1,5.0431
cos_theta2,32,15,1,5.0431
cos_theta2,32,16,1,5.0431
cos_theta2,32,17,1,5.0431
cos_theta2,32,18,1,5.0431
cos_theta2,32,19,1,5.0431
cos_theta2,32,20,1,5.0431
cos_theta2,32,21,1,5.0431
cos_theta2,32,22,1,5.0431
cos_theta2,32,23,1,5.0431
cos_theta2,32,24,1,5.0431
cos_theta2,32,25,1,5.0431
cos_theta2,32,26,1,5.0431
cos_theta2,32,27,1,5.0431
cos_theta2,32,28,1,5.0431
cos_theta2,32,29,1,5.0431
cos_theta2,32,3,1,5.0431
cos_theta2,32,30,1,5.0431
cos_theta2,32,31,1,5.0431
cos_theta2,32,5,1,5.0431
cos_theta2,32,9,1,5.0431
cos_theta2_reg,32,0,1,5.0431
cos_theta2_reg,32,1,1,5.0431
cos_theta2_reg,32,15,1,5.0431
cos_theta2_reg,32,16,1,5.0431
cos_theta2_reg,32,17,1,5.0431
cos_theta2_reg,32,18,1,5.0431
cos_theta2_reg,32,19,1,5.0431
cos_theta2_reg,32,20,1,5.0431
cos_theta2_reg,32,21,1,5.0431
cos_theta2_reg,32,22,1,5.0431
cos_theta2_reg,32,23,1,5.0431
cos_theta2_reg,32,24,1,5.0431
cos_theta2_reg,32,25,1,5.0431
cos_theta2_reg,32,26,1,5.0431
cos_theta2_reg,32,27,1,5.0431
cos_theta2_reg,32,28,1,5.0431
cos_theta2_reg,32,29,1,5.0431
cos_theta2_reg,32,3,1,5.0431
cos_theta2_reg,32,30,1,5.0431
cos_theta2_reg,32,31,1,5.0431
cos_theta2_reg,32,5,1,5.0431
cos_theta2_reg,32,9,1,5.0431
part_1,32,0,1,5.0431
part_1,32,1,1,5.0431
part_1,32,11,1,5.0431
part_1,32,2,1,5.0431
part_1,32,20,1,5.0431
part_1,32,21,1,5.0431
part_1,32,22,1,5.0431
part_1,32,23,1,5.0431
part_1,32,24,1,5.0431
part_1,32,25,1,5.0431
part_1,32,26,1,5.0431
part_1,32,27,1,5.0431
part_1,32,28,1,5.0431
part_1,32,29,1,5.0431
part_1,32,3,1,5.0431
part_1,32,30,1,5.0431
part_1,32,31,1,5.0431
part_1,32,4,1,5.0431
part_1,32,5,1,5.0431
part_1,32,7,1,5.0431
part_1_reg,32,0,1,5.0431
part_1_reg,32,1,1,5.0431
part_1_reg,32,11,1,5.0431
part_1_reg,32,2,1,5.0431
part_1_reg,32,20,1,5.0431
part_1_reg,32,21,1,5.0431
part_1_reg,32,22,1,5.0431
part_1_reg,32,23,1,5.0431
part_1_reg,32,24,1,5.0431
part_1_reg,32,25,1,5.0431
part_1_reg,32,26,1,5.0431
part_1_reg,32,27,1,5.0431
part_1_reg,32,28,1,5.0431
part_1_reg,32,29,1,5.0431
part_1_reg,32,3,1,5.0431
part_1_reg,32,30,1,5.0431
part_1_reg,32,31,1,5.0431
part_1_reg,32,4,1,5.0431
part_1_reg,32,5,1,5.0431
part_1_reg,32,7,1,5.0431
part_x,32,0,1,5.0431
part_x,32,1,1,5.0431
part_x,32,10,1,5.0431
part_x,32,11,1,5.0431
part_x,32,12,1,5.0431
part_x,32,13,1,5.0431
part_x,32,14,1,5.0431
part_x,32,15,1,5.0431
part_x,32,16,1,5.0431
part_x,32,17,1,5.0431
part_x,32,18,1,5.0431
part_x,32,19,1,5.0431
part_x,32,2,1,5.0431
part_x,32,20,1,5.0431
part_x,32,21,1,5.0431
part_x,32,23,1,5.0431
part_x,32,24,1,5.0431
part_x,32,28,1,5.0431
part_x,32,3,1,5.0431
part_x,32,4,1,5.0431
part_x,32,5,1,5.0431
part_x,32,6,1,5.0431
part_x,32,7,1,5.0431
part_x,32,8,1,5.0431
part_x,32,9,1,5.0431
part_x_reg,32,0,1,5.0431
part_x_reg,32,1,1,5.0431
part_x_reg,32,10,1,5.0431
part_x_reg,32,11,1,5.0431
part_x_reg,32,12,1,5.0431
part_x_reg,32,13,1,5.0431
part_x_reg,32,14,1,5.0431
part_x_reg,32,15,1,5.0431
part_x_reg,32,16,1,5.0431
part_x_reg,32,17,1,5.0431
part_x_reg,32,18,1,5.0431
part_x_reg,32,19,1,5.0431
part_x_reg,32,2,1,5.0431
part_x_reg,32,20,1,5.0431
part_x_reg,32,21,1,5.0431
part_x_reg,32,23,1,5.0431
part_x_reg,32,24,1,5.0431
part_x_reg,32,28,1,5.0431
part_x_reg,32,3,1,5.0431
part_x_reg,32,4,1,5.0431
part_x_reg,32,5,1,5.0431
part_x_reg,32,6,1,5.0431
part_x_reg,32,7,1,5.0431
part_x_reg,32,8,1,5.0431
part_x_reg,32,9,1,5.0431
part_y,32,0,1,5.0431
part_y,32,1,1,5.0431
part_y,32,10,1,5.0431
part_y,32,11,1,5.0431
part_y,32,12,1,5.0431
part_y,32,13,1,5.0431
part_y,32,14,1,5.0431
part_y,32,15,1,5.0431
part_y,32,16,1,5.0431
part_y,32,17,1,5.0431
part_y,32,18,1,5.0431
part_y,32,19,1,5.0431
part_y,32,2,1,5.0431
part_y,32,20,1,5.0431
part_y,32,23,1,5.0431
part_y,32,26,1,5.0431
part_y,32,3,1,5.0431
part_y,32,4,1,5.0431
part_y,32,5,1,5.0431
part_y,32,6,1,5.0431
part_y,32,7,1,5.0431
part_y,32,8,1,5.0431
part_y,32,9,1,5.0431
part_y_reg,32,0,1,5.0431
part_y_reg,32,1,1,5.0431
part_y_reg,32,10,1,5.0431
part_y_reg,32,11,1,5.0431
part_y_reg,32,12,1,5.0431
part_y_reg,32,13,1,5.0431
part_y_reg,32,14,1,5.0431
part_y_reg,32,15,1,5.0431
part_y_reg,32,16,1,5.0431
part_y_reg,32,17,1,5.0431
part_y_reg,32,18,1,5.0431
part_y_reg,32,19,1,5.0431
part_y_reg,32,2,1,5.0431
part_y_reg,32,20,1,5.0431
part_y_reg,32,23,1,5.0431
part_y_reg,32,26,1,5.0431
part_y_reg,32,3,1,5.0431
part_y_reg,32,4,1,5.0431
part_y_reg,32,5,1,5.0431
part_y_reg,32,6,1,5.0431
part_y_reg,32,7,1,5.0431
part_y_reg,32,8,1,5.0431
part_y_reg,32,9,1,5.0431
sin12,32,0,1,5.0431
sin12,32,1,1,5.0431
sin12,32,19,1,5.0431
sin12,32,2,1,5.0431
sin12,32,20,1,5.0431
sin12,32,21,1,5.0431
sin12,32,22,1,5.0431
sin12,32,23,1,5.0431
sin12,32,24,1,5.0431
sin12,32,25,1,5.0431
sin12,32,26,1,5.0431
sin12,32,27,1,5.0431
sin12,32,28,1,5.0431
sin12,32,29,1,5.0431
sin12,32,3,1,5.0431
sin12,32,30,1,5.0431
sin12,32,31,1,5.0431
sin12,32,8,1,5.0431
sin12,32,9,1,5.0431
sin12_reg,32,0,1,5.0431
sin12_reg,32,1,1,5.0431
sin12_reg,32,19,1,5.0431
sin12_reg,32,2,1,5.0431
sin12_reg,32,20,1,5.0431
sin12_reg,32,21,1,5.0431
sin12_reg,32,22,1,5.0431
sin12_reg,32,23,1,5.0431
sin12_reg,32,24,1,5.0431
sin12_reg,32,25,1,5.0431
sin12_reg,32,26,1,5.0431
sin12_reg,32,27,1,5.0431
sin12_reg,32,28,1,5.0431
sin12_reg,32,29,1,5.0431
sin12_reg,32,3,1,5.0431
sin12_reg,32,30,1,5.0431
sin12_reg,32,31,1,5.0431
sin12_reg,32,8,1,5.0431
sin12_reg,32,9,1,5.0431
sin_theta2,32,0,1,5.0431
sin_theta2,32,1,1,5.0431
sin_theta2,32,10,1,5.0431
sin_theta2,32,15,1,5.0431
sin_theta2,32,16,1,5.0431
sin_theta2,32,17,1,5.0431
sin_theta2,32,18,1,5.0431
sin_theta2,32,19,1,5.0431
sin_theta2,32,20,1,5.0431
sin_theta2,32,21,1,5.0431
sin_theta2,32,22,1,5.0431
sin_theta2,32,23,1,5.0431
sin_theta2,32,24,1,5.0431
sin_theta2,32,25,1,5.0431
sin_theta2,32,26,1,5.0431
sin_theta2,32,27,1,5.0431
sin_theta2,32,28,1,5.0431
sin_theta2,32,29,1,5.0431
sin_theta2,32,30,1,5.0431
sin_theta2,32,31,1,5.0431
sin_theta2,32,4,1,5.0431
sin_theta2,32,8,1,5.0431
sin_theta2_reg,32,0,1,5.0431
sin_theta2_reg,32,1,1,5.0431
sin_theta2_reg,32,10,1,5.0431
sin_theta2_reg,32,15,1,5.0431
sin_theta2_reg,32,16,1,5.0431
sin_theta2_reg,32,17,1,5.0431
sin_theta2_reg,32,18,1,5.0431
sin_theta2_reg,32,19,1,5.0431
sin_theta2_reg,32,20,1,5.0431
sin_theta2_reg,32,21,1,5.0431
sin_theta2_reg,32,22,1,5.0431
sin_theta2_reg,32,23,1,5.0431
sin_theta2_reg,32,24,1,5.0431
sin_theta2_reg,32,25,1,5.0431
sin_theta2_reg,32,26,1,5.0431
sin_theta2_reg,32,27,1,5.0431
sin_theta2_reg,32,28,1,5.0431
sin_theta2_reg,32,29,1,5.0431
sin_theta2_reg,32,30,1,5.0431
sin_theta2_reg,32,31,1,5.0431
sin_theta2_reg,32,4,1,5.0431
sin_theta2_reg,32,8,1,5.0431
theta1_in,32,0,1,5.0431
theta1_in,32,1,1,5.0431
theta1_in,32,10,1,5.0431
theta1_in,32,12,1,5.0431
theta1_in,32,17,1,5.0431
theta1_in,32,18,1,5.0431
theta1_in,32,19,1,5.0431
theta1_in,32,2,1,5.0431
theta1_in,32,20,1,5.0431
theta1_in,32,21,1,5.0431
theta1_in,32,22,1,5.0431
theta1_in,32,23,1,5.0431
theta1_in,32,24,1,5.0431
theta1_in,32,25,1,5.0431
theta1_in,32,26,1,5.0431
theta1_in,32,27,1,5.0431
theta1_in,32,28,1,5.0431
theta1_in,32,29,1,5.0431
theta1_in,32,3,1,5.0431
theta1_in,32,30,1,5.0431
theta1_in,32,4,1,5.0431
theta1_in,32,5,1,5.0431
theta1_in,32,6,1,5.0431
theta1_in,32,7,1,5.0431
theta1_num,32,0,1,5.0431
theta1_num,32,1,1,5.0431
theta1_num,32,10,1,5.0431
theta1_num,32,11,1,5.0431
theta1_num,32,12,1,5.0431
theta1_num,32,13,1,5.0431
theta1_num,32,14,1,5.0431
theta1_num,32,15,1,5.0431
theta1_num,32,16,1,5.0431
theta1_num,32,17,1,5.0431
theta1_num,32,18,1,5.0431
theta1_num,32,2,1,5.0431
theta1_num,32,20,1,5.0431
theta1_num,32,25,1,5.0431
theta1_num,32,27,1,5.0431
theta1_num,32,3,1,5.0431
theta1_num,32,4,1,5.0431
theta1_num,32,5,1,5.0431
theta1_num,32,6,1,5.0431
theta1_num,32,7,1,5.0431
theta1_num,32,8,1,5.0431
theta1_num,32,9,1,5.0431
theta2_in,32,0,1,5.0431
theta2_in,32,1,1,5.0431
theta2_in,32,17,1,5.0431
theta2_in,32,18,1,5.0431
theta2_in,32,19,1,5.0431
theta2_in,32,2,1,5.0431
theta2_in,32,20,1,5.0431
theta2_in,32,21,1,5.0431
theta2_in,32,22,1,5.0431
theta2_in,32,23,1,5.0431
theta2_in,32,24,1,5.0431
theta2_in,32,25,1,5.0431
theta2_in,32,26,1,5.0431
theta2_in,32,27,1,5.0431
theta2_in,32,28,1,5.0431
theta2_in,32,29,1,5.0431
theta2_in,32,3,1,5.0431
theta2_in,32,30,1,5.0431
theta2_in,32,31,1,5.0431
theta2_in,32,4,1,5.0431
theta2_in,32,5,1,5.0431
theta2_in,32,6,1,5.0431
theta2_num,32,0,1,5.0431
theta2_num,32,1,1,5.0431
theta2_num,32,10,1,5.0431
theta2_num,32,11,1,5.0431
theta2_num,32,12,1,5.0431
theta2_num,32,13,1,5.0431
theta2_num,32,18,1,5.0431
theta2_num,32,2,1,5.0431
theta2_num,32,3,1,5.0431
theta2_num,32,31,1,5.0431
theta2_num,32,4,1,5.0431
theta2_num,32,5,1,5.0431
theta2_num,32,6,1,5.0431
theta2_num,32,7,1,5.0431
theta2_num,32,8,1,5.0431
theta2_num,32,9,1,5.0431
x_sqr,32,0,1,5.0431
x_sqr,32,1,1,5.0431
x_sqr,32,10,1,5.0431
x_sqr,32,11,1,5.0431
x_sqr,32,12,1,5.0431
x_sqr,32,13,1,5.0431
x_sqr,32,2,1,5.0431
x_sqr,32,3,1,5.0431
x_sqr,32,31,1,5.0431
x_sqr,32,4,1,5.0431
x_sqr,32,5,1,5.0431
x_sqr,32,6,1,5.0431
x_sqr,32,7,1,5.0431
x_sqr,32,8,1,5.0431
x_sqr,32,9,1,5.0431
x_sqr_reg,32,0,1,5.0431
x_sqr_reg,32,1,1,5.0431
x_sqr_reg,32,10,1,5.0431
x_sqr_reg,32,11,1,5.0431
x_sqr_reg,32,12,1,5.0431
x_sqr_reg,32,13,1,5.0431
x_sqr_reg,32,2,1,5.0431
x_sqr_reg,32,3,1,5.0431
x_sqr_reg,32,31,1,5.0431
x_sqr_reg,32,4,1,5.0431
x_sqr_reg,32,5,1,5.0431
x_sqr_reg,32,6,1,5.0431
x_sqr_reg,32,7,1,5.0431
x_sqr_reg,32,8,1,5.0431
x_sqr_reg,32,9,1,5.0431
xy_sum,32,0,1,5.0431
xy_sum,32,1,1,5.0431
xy_sum,32,10,1,5.0431
xy_sum,32,11,1,5.0431
xy_sum,32,12,1,5.0431
xy_sum,32,13,1,5.0431
xy_sum,32,15,1,5.0431
xy_sum,32,2,1,5.0431
xy_sum,32,3,1,5.0431
xy_sum,32,31,1,5.0431
xy_sum,32,4,1,5.0431
xy_sum,32,5,1,5.0431
xy_sum,32,6,1,5.0431
xy_sum,32,7,1,5.0431
xy_sum,32,8,1,5.0431
xy_sum,32,9,1,5.0431
y_sqr,32,0,1,5.0431
y_sqr,32,1,1,5.0431
y_sqr,32,10,1,5.0431
y_sqr,32,11,1,5.0431
y_sqr,32,12,1,5.0431
y_sqr,32,13,1,5.0431
y_sqr,32,14,1,5.0431
y_sqr,32,2,1,5.0431
y_sqr,32,3,1,5.0431
y_sqr,32,31,1,5.0431
y_sqr,32,4,1,5.0431
y_sqr,32,5,1,5.0431
y_sqr,32,6,1,5.0431
y_sqr,32,7,1,5.0431
y_sqr,32,8,1,5.0431
y_sqr,32,9,1,5.0431
y_sqr_reg,32,0,1,5.0431
y_sqr_reg,32,1,1,5.0431
y_sqr_reg,32,10,1,5.0431
y_sqr_reg,32,11,1,5.0431
y_sqr_reg,32,12,1,5.0431
y_sqr_reg,32,13,1,5.0431
y_sqr_reg,32,14,1,5.0431
y_sqr_reg,32,2,1,5.0431
y_sqr_reg,32,3,1,5.0431
y_sqr_reg,32,31,1,5.0431
y_sqr_reg,32,4,1,5.0431
y_sqr_reg,32,5,1,5.0431
y_sqr_reg,32,6,1,5.0431
y_sqr_reg,32,7,1,5.0431
y_sqr_reg,32,8,1,5.0431
y_sqr_reg,32,9,1,5.0431
part_x,32,25,1,5.6151
part_x_reg,32,25,1,5.6151
part_y,32,25,1,5.6151
part_y_reg,32,25,1,5.6151
theta1_in,32,14,1,5.7185
theta1_num,32,26,1,5.7958
part_1,32,16,1,6.4657
part_1_reg,32,16,1,6.4657
sin12,32,15,1,6.4657
sin12_reg,32,15,1,6.4657
part_x,32,30,1,6.6052
part_x_reg,32,30,1,6.6052
y_sqr,32,18,1,6.7362
y_sqr_reg,32,18,1,6.7362
sin_theta2,32,9,1,6.8712
sin_theta2_reg,32,9,1,6.8712
x_sqr,32,20,1,7.3820
x_sqr_reg,32,20,1,7.3820
xy_sum,32,25,1,7.5643
cos12,32,17,1,7.6131
cos12_reg,32,17,1,7.6131
xy_sum,32,16,1,7.9890
y_sqr,32,16,1,7.9890
y_sqr_reg,32,16,1,7.9890
y_sqr,32,24,1,8.0752
y_sqr_reg,32,24,1,8.0752
theta2_num,32,17,1,8.1225
cos12,32,15,1,8.2575
cos12_reg,32,15,1,8.2575
part_y,32,28,1,8.4293
part_y_reg,32,28,1,8.4293
sin_theta2,32,12,1,8.4293
sin_theta2_reg,32,12,1,8.4293
cos12,32,8,1,8.5280
cos12_reg,32,8,1,8.5280
part_1,32,8,1,8.5280
part_1_reg,32,8,1,8.5280
part_x,32,29,2,9.0121
part_x_reg,32,29,2,9.0121
theta2_num,32,25,2,9.2575
sin12,32,17,2,10.0388
sin12_reg,32,17,2,10.0388
cos_theta2,32,2,2,10.6582
cos_theta2_reg,32,2,2,10.6582
theta2_in,32,11,2,10.7319
theta2_in,32,7,2,10.7792
theta2_num,32,14,2,10.7792
x_sqr,32,14,2,10.7792
x_sqr,32,15,2,10.7792
x_sqr,32,17,2,10.7792
x_sqr_reg,32,14,2,10.7792
x_sqr_reg,32,15,2,10.7792
x_sqr_reg,32,17,2,10.7792
xy_sum,32,14,2,10.7792
y_sqr,32,15,2,10.7792
y_sqr_reg,32,15,2,10.7792
part_x,32,26,2,10.8388
part_x_reg,32,26,2,10.8388
sin_theta2,32,7,2,10.8471
sin_theta2_reg,32,7,2,10.8471
part_x,32,22,2,11.0267
part_x_reg,32,22,2,11.0267
theta1_in,32,8,2,11.0267
theta2_num,32,21,2,11.0493
cos12,32,6,2,11.2021
cos12_reg,32,6,2,11.2021
part_1,32,6,2,11.2021
part_1_reg,32,6,2,11.2021
part_y,32,21,2,11.2021
part_y_reg,32,21,2,11.2021
sin12,32,4,2,11.2021
sin12,32,5,2,11.2021
sin12,32,6,2,11.2021
sin12_reg,32,4,2,11.2021
sin12_reg,32,5,2,11.2021
sin12_reg,32,6,2,11.2021
sin_theta2,32,2,2,11.2021
sin_theta2_reg,32,2,2,11.2021
theta1_num,32,19,2,11.2021
theta1_num,32,21,2,11.2021
sin_theta2,32,13,2,11.4615
sin_theta2_reg,32,13,2,11.4615
x_sqr,32,19,2,11.5088
x_sqr_reg,32,19,2,11.5088
cos12,32,14,2,11.5601
cos12_reg,32,14,2,11.5601
part_1,32,14,2,11.5601
part_1_reg,32,14,2,11.5601
sin12,32,16,2,11.7319
sin12_reg,32,16,2,11.7319
part_1,32,19,2,12.2383
part_1_reg,32,19,2,12.2383
theta2_in,32,9,2,12.5565
sin12,32,13,2,12.6074
sin12_reg,32,13,2,12.6074
theta2_num,32,26,2,12.7424
x_sqr,32,21,2,12.7424
x_sqr_reg,32,21,2,12.7424
part_1,32,18,2,13.0129
part_1_reg,32,18,2,13.0129
cos12,32,18,2,13.3005
cos12_reg,32,18,2,13.3005
part_1,32,17,2,13.3493
part_1_reg,32,17,2,13.3493
theta2_in,32,8,2,13.7252
x_sqr,32,16,2,13.7252
x_sqr_reg,32,16,2,13.7252
x_sqr,32,30,2,13.8478
x_sqr_reg,32,30,2,13.8478
xy_sum,32,17,2,13.8587
y_sqr,32,17,2,13.8587
y_sqr_reg,32,17,2,13.8587
cos12,32,13,2,13.8951
cos12_reg,32,13,2,13.8951
part_1,32,13,2,13.8951
part_1_reg,32,13,2,13.8951
cos_theta2,32,14,2,13.9547
cos_theta2_reg,32,14,2,13.9547
sin_theta2,32,3,2,14.1431
sin_theta2_reg,32,3,2,14.1431
x_sqr,32,27,2,14.2532
x_sqr_reg,32,27,2,14.2532
x_sqr,32,25,2,14.4355
x_sqr_reg,32,25,2,14.4355
xy_sum,32,26,2,14.4355
xy_sum,32,21,2,14.5342
y_sqr,32,25,2,14.5342
y_sqr_reg,32,25,2,14.5342
part_1,32,15,2,14.7060
part_1_reg,32,15,2,14.7060
theta2_num,32,20,2,14.7641
theta2_in,32,16,2,14.9464
y_sqr,32,19,2,15.1659
y_sqr_reg,32,19,2,15.1659
theta2_num,32,19,3,15.5045
sin12,32,7,3,15.5900
sin12_reg,32,7,3,15.5900
theta2_num,32,28,3,15.7232
xy_sum,32,28,3,15.7232
sin_theta2,32,14,3,15.9464
sin_theta2_reg,32,14,3,15.9464
theta2_in,32,15,3,15.9937
x_sqr,32,24,3,16.0450
x_sqr_reg,32,24,3,16.0450
theta1_num,32,22,3,16.3944
theta2_num,32,15,3,16.3944
theta2_num,32,16,3,16.3944
xy_sum,32,20,3,16.6395
xy_sum,32,19,3,16.8591
theta2_num,32,27,3,16.8627
theta2_num,32,29,3,17.0086
theta2_in,32,12,3,17.1977
cos_theta2,32,10,3,17.2273
cos_theta2_reg,32,10,3,17.2273
cos_theta2,32,11,3,17.2963
cos_theta2_reg,32,11,3,17.2963
y_sqr,32,29,3,17.5194
y_sqr_reg,32,29,3,17.5194
theta2_num,32,23,3,17.6031
cos_theta2,32,12,3,17.7381
cos_theta2_reg,32,12,3,17.7381
y_sqr,32,28,3,18.1095
y_sqr_reg,32,28,3,18.1095
x_sqr,32,28,3,18.2963
x_sqr_reg,32,28,3,18.2963
xy_sum,32,23,3,18.6136
sin12,32,18,3,19.1087
sin12_reg,32,18,3,19.1087
part_y,32,22,3,19.4335
part_y_reg,32,22,3,19.4335
sin12,32,14,3,19.5299
sin12_reg,32,14,3,19.5299
theta2_num,32,30,3,19.8071
xy_sum,32,30,3,19.8071
xy_sum,32,27,3,19.9421
x_sqr,32,29,3,20.3881
x_sqr_reg,32,29,3,20.3881
theta2_num,32,24,3,20.5490
y_sqr,32,20,3,20.5840
y_sqr_reg,32,20,3,20.5840
sin_theta2,32,11,3,20.7812
sin_theta2_reg,32,11,3,20.7812
y_sqr,32,27,3,20.9894
y_sqr_reg,32,27,3,20.9894
y_sqr,32,23,3,21.0599
y_sqr_reg,32,23,3,21.0599
xy_sum,32,29,3,21.9976
x_sqr,32,22,3,22.2527
x_sqr_reg,32,22,3,22.2527
x_sqr,32,26,4,24.2512
x_sqr_reg,32,26,4,24.2512
y_sqr,32,22,4,24.7443
y_sqr_reg,32,22,4,24.7443
y_sqr,32,26,4,25.1675
y_sqr_reg,32,26,4,25.1675
xy_sum,32,22,4,25.9443
part_y,32,30,4,26.3498
part_y_reg,32,30,4,26.3498
cos_theta2,32,13,4,28.1839
cos_theta2_reg,32,13,4,28.1839
y_sqr,32,21,4,28.9874
y_sqr_reg,32,21,4,28.9874
theta2_num,32,22,4,29.2469
x_sqr,32,23,4,29.3174
x_sqr_reg,32,23,4,29.3174
theta2_in,32,14,4,29.5220
part_y,32,29,4,29.7784
part_y_reg,32,29,4,29.7784
theta2_in,32,13,4,29.8643
xy_sum,32,24,4,32.4250
signed_bit,1,0,5,460.8894
part_y,32,31,6,595.0092
part_y_reg,32,31,6,595.0092
part_x,32,31,6,600.6751
part_x_reg,32,31,6,600.6751
theta1_in,32,31,7,1055.8987
theta1_num,32,31,7,1055.8987
