token,size,bit,cluster,score
br16,32,5,0,3
br16,32,6,0,3
br16,32,7,0,3
br16,32,9,0,3
br17,32,11,0,3
br17,32,8,0,3
br18,32,7,0,3
br2,32,7,0,3
br21,32,23,0,3
br22,32,23,0,3
br22,32,25,0,3
br23,32,12,0,3
br23,32,20,0,3
br23,32,8,0,3
br23,32,9,0,3
br28,31,22,0,3
br3,32,11,0,3
br3,32,5,0,3
br3,32,6,0,3
br3,32,7,0,3
br3,32,9,0,3
br4,32,22,0,3
br5,32,23,0,3
br6,32,11,0,3
br6,32,8,0,3
br8,32,3,0,3
br8,32,5,0,3
br8,32,7,0,3
br9,32,14,0,3
br9,32,16,0,3
br9,32,7,0,3
br21,32,25,0,4
br5,32,25,0,4
br15,32,1,0,6
br15,32,3,0,6
br16,32,8,0,6
br18,32,4,0,6
br18,32,5,0,6
br2,32,4,0,6
br2,32,5,0,6
br22,32,24,0,6
br28,31,19,0,6
br3,32,8,0,6
br4,32,19,0,6
br7,32,1,0,6
br7,32,3,0,6
br1,32,15,0,7
br1,32,16,0,7
br10,32,15,0,7
br10,32,16,0,7
br11,32,15,0,7
br12,32,16,0,7
br28,31,25,0,7
br4,32,25,0,7
br11,32,16,0,10
br18,32,9,0,10
br2,32,9,0,10
br0,32,17,0,11
br1,32,17,0,11
br10,32,17,0,11
br23,32,23,0,11
br9,32,17,0,11
br15,32,5,0,12
br7,32,5,0,12
br1,32,18,0,15
br10,32,18,0,15
br23,32,18,0,15
br23,32,19,0,15
br12,32,17,0,20
br28,31,23,0,22
br4,32,23,0,22
br18,32,11,0,23
br2,32,11,0,23
br15,32,6,0,25
br7,32,6,0,25
br15,32,7,0,26
br7,32,7,0,26
br28,31,26,0,29
br4,32,26,0,29
br18,32,10,0,32
br2,32,10,0,32
br18,32,8,0,38
br2,32,8,0,38
br14,32,9,0,39
br8,32,9,0,39
br15,32,4,0,40
br7,32,4,0,40
br11,32,17,0,42
br23,32,21,0,42
br12,32,18,0,45
br0,32,18,1,55
br9,32,18,1,55
br13,32,9,1,60
br1,32,19,1,62
br10,32,19,1,62
br22,32,26,1,67
br22,32,30,1,73
br13,32,11,1,75
br23,32,22,1,75
br23,32,24,1,76
br14,32,8,1,85
br8,32,8,1,85
br21,32,26,1,88
br5,32,26,1,88
br14,32,6,1,90
br17,32,10,1,90
br6,32,10,1,90
br8,32,6,1,90
br16,32,12,1,92
br17,32,12,1,92
br3,32,12,1,92
br6,32,12,1,92
br16,32,10,1,93
br3,32,10,1,93
br11,32,18,1,96
br23,32,16,1,102
br0,32,20,1,116
br15,32,8,1,116
br7,32,8,1,116
br9,32,20,1,116
br23,32,17,1,117
br28,31,27,1,123
br4,32,27,1,123
br11,32,30,1,126
br12,32,30,1,126
br28,31,24,1,134
br4,32,24,1,134
br23,32,25,1,140
br13,32,10,1,146
br22,32,29,1,150
br21,32,27,2,154
br5,32,27,2,154
br18,32,17,2,172
br2,32,17,2,172
br18,32,12,2,173
br2,32,12,2,173
br0,32,19,2,179
br9,32,19,2,179
br11,32,19,2,180
br22,32,27,2,192
br13,32,12,2,197
br16,32,16,2,200
br22,32,28,2,200
br3,32,16,2,200
br28,31,28,2,210
br4,32,28,2,210
br17,32,13,2,214
br21,32,28,2,214
br5,32,28,2,214
br6,32,13,2,214
br23,32,26,2,215
br16,32,13,2,217
br3,32,13,2,217
br12,32,19,2,229
br15,32,9,2,232
br7,32,9,2,232
br14,32,10,2,239
br8,32,10,2,239
br23,32,28,2,245
br11,32,25,2,249
br16,32,17,2,255
br3,32,17,2,255
br1,32,20,3,286
br10,32,20,3,286
br17,32,16,3,295
br6,32,16,3,295
br14,32,11,3,296
br8,32,11,3,296
br11,32,20,3,299
br16,32,14,3,300
br3,32,14,3,300
br17,32,14,3,303
br6,32,14,3,303
br12,32,26,3,305
br28,31,30,3,310
br4,32,30,3,310
br14,32,14,3,311
br8,32,14,3,311
br12,32,20,3,322
br14,32,12,3,323
br8,32,12,3,323
br15,32,10,3,327
br7,32,10,3,327
br13,32,15,3,328
br12,32,25,3,329
br18,32,14,3,330
br2,32,14,3,330
br15,32,13,3,336
br23,32,27,3,336
br7,32,13,3,336
br0,32,22,3,339
br9,32,22,3,339
br16,32,18,3,343
br3,32,18,3,343
br16,32,15,3,344
br3,32,15,3,344
br18,32,13,3,347
br2,32,13,3,347
br12,32,22,3,355
br13,32,13,3,361
br13,32,14,3,369
br11,32,21,3,370
br17,32,18,3,373
br6,32,18,3,373
br11,32,22,3,382
br17,32,15,3,385
br6,32,15,3,385
br28,31,29,3,388
br4,32,29,3,388
br21,32,29,4,401
br5,32,29,4,401
br1,32,25,4,409
br10,32,25,4,409
br17,32,17,4,409
br6,32,17,4,409
br12,32,21,4,411
br0,32,21,4,412
br9,32,21,4,412
br23,32,29,4,413
br11,32,26,4,425
br1,32,21,4,429
br10,32,21,4,429
br0,32,28,4,430
br9,32,28,4,430
br13,32,16,4,431
br1,32,23,4,438
br10,32,23,4,438
br17,32,19,4,440
br6,32,19,4,440
br15,32,12,4,442
br7,32,12,4,442
br18,32,18,4,449
br2,32,18,4,449
br0,32,23,4,450
br9,32,23,4,450
br1,32,22,4,458
br10,32,22,4,458
br0,32,26,4,469
br9,32,26,4,469
br14,32,13,4,470
br8,32,13,4,470
br15,32,14,4,472
br7,32,14,4,472
br11,32,24,4,475
br0,32,27,4,476
br1,32,30,4,476
br10,32,30,4,476
br9,32,27,4,476
br0,32,30,4,477
br9,32,30,4,477
br1,32,26,4,501
br10,32,26,4,501
br12,32,23,4,507
br11,32,28,4,512
br12,32,28,4,519
br1,32,27,4,521
br10,32,27,4,521
br21,32,30,4,521
br5,32,30,4,521
br11,32,23,4,522
br0,32,25,4,527
br9,32,25,4,527
br1,32,28,4,529
br10,32,28,4,529
br18,32,16,5,566
br2,32,16,5,566
br12,32,29,5,568
br15,32,11,5,569
br7,32,11,5,569
br11,32,29,5,583
br18,32,15,5,600
br2,32,15,5,600
br23,32,30,5,612
br1,32,24,5,619
br10,32,24,5,619
br11,32,27,5,626
br12,32,27,5,629
br0,32,24,5,639
br9,32,24,5,639
br12,32,24,5,642
br1,32,29,5,737
br10,32,29,5,737
br0,32,29,6,900
br9,32,29,6,900
br19,1,0,7,2329
br4,32,31,7,2329
br20,1,0,8,4372
br21,32,31,8,4496
br5,32,31,8,4496
br22,32,31,9,8673
br24,32,31,9,8673
